Project: DS_TTA_Monitor.hml
ECU: HANcoder_E407_TTA_Controller_v3_softwareID_v1_260122_144803
DAQ List D1: Default, 10Hz
Date: Wed Jan 26 15:02:00 CET 2022

;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;XCP;
1,31545;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;326834;271260;24;24;0;0;0;0;220;215;147;147;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22500;30000;25;25;177;193;3;1;0;0;0;283;1;0;59;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1,46394;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;327384;271722;24;24;0;0;0;0;220;215;147;147;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22533;30044;1;1;177;193;3;1;0;0;0;232;1;0;59;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1,61193;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;327910;272166;24;24;0;0;0;0;172;168;146;146;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22569;30092;1;1;177;193;3;1;0;0;0;197;1;0;59;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,4499816894531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1,76061;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;328463;272643;23;23;0;0;0;0;175;126;19;149;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22605;30140;1;1;177;193;3;1;0;0;0;170;1;0;59;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,54998779296875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1,90661;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;328998;273083;22;22;0;0;0;0;175;126;19;149;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22641;30188;1;1;177;193;3;1;0;0;0;135;1;0;59;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,6499938964844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2,05396;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;329528;273531;22;22;0;0;0;0;177;83;19;148;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22677;30236;1;1;177;193;3;1;0;0;0;103;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2,20064;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;330045;273966;21;21;0;0;0;0;175;170;19;19;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22713;30284;1;1;177;193;3;1;0;0;0;71;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2,34339;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;330568;274405;13;13;0;0;0;0;175;170;19;19;8;25776;308;0;2;0;0;0;0;0;0;0;0;0;22749;30332;1;1;177;193;3;1;0;0;0;41;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;424,9499816894531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2,48974;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;331109;274864;13;13;0;0;0;0;177;172;19;19;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22782;30376;11;11;49;65;3;0;0;0;0;207;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,04998779296875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2,63941;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;331650;275318;13;13;0;0;0;0;124;171;18;19;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22818;30424;11;11;49;65;3;0;0;0;0;174;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,1499938964844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2,78433;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;332174;275750;12;12;0;0;0;0;124;118;18;18;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22854;30472;11;11;49;65;3;0;0;0;0;139;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2,92857;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;332697;276190;12;12;0;0;0;0;221;216;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22890;30520;11;11;49;65;3;0;0;0;0;104;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,07547;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;333235;276649;24;24;0;0;0;0;220;215;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22923;30565;1;11;49;17;3;0;0;0;0;62;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,4499816894531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,22116;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;333767;277101;24;24;0;0;0;0;220;214;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22958;30610;1;1;33;33;3;0;0;0;0;24;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,54998779296875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,37148;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;334294;277554;24;24;0;0;0;0;219;214;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;22990;30653;25;25;145;145;3;1;0;0;0;254;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,6499938964844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,51031;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;334813;278004;24;24;0;0;0;0;169;165;146;146;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23025;30700;1;1;177;193;3;1;0;0;0;209;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,65467;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;335342;278433;23;23;0;0;0;0;175;164;146;146;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23061;30748;1;1;177;193;3;1;0;0;0;172;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,80655;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;335862;278872;22;22;0;0;0;0;175;129;19;149;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23097;30796;1;1;177;193;3;1;0;0;0;136;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;425,9499816894531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3,95051;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;336348;279280;22;22;0;0;0;0;174;84;19;148;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23133;30844;1;1;177;193;3;1;0;0;0;99;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;169;4;426,04998779296875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4,09699;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;336840;279703;21;21;0;0;0;0;175;170;19;19;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23169;30892;1;1;177;193;3;1;0;0;0;66;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;170;4;426,1499938964844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4,24235;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;337350;280147;13;13;0;0;0;0;176;171;19;19;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23204;30939;1;1;161;177;3;1;0;0;0;27;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4,38670;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;337866;280587;13;13;0;0;0;0;174;169;19;19;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23238;30984;11;11;49;65;3;0;0;0;0;193;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,3499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
4,53880;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;338417;281065;13;13;0;0;0;0;128;123;18;18;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23274;31032;11;11;49;65;3;0;0;0;0;162;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,4499816894531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
4,68163;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;338972;281553;12;12;0;0;0;0;220;215;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23310;31080;11;11;49;65;3;0;0;0;0;131;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,54998779296875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4,83516;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;339506;282024;24;24;0;0;0;0;219;214;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23346;31128;11;11;49;65;3;0;0;0;0;98;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,6499938964844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4,97626;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;340069;282513;24;24;0;0;0;0;219;214;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23379;31172;1;1;49;65;3;0;0;0;0;56;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5,11750;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;340629;282999;24;24;0;0;0;0;219;213;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23413;31218;1;1;17;33;3;0;0;0;0;20;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,8499755859375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5,26960;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;341185;283486;24;24;0;0;0;0;220;214;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23447;31262;25;25;177;177;3;1;0;0;0;273;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;426,9499816894531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5,41437;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;341743;283968;24;24;0;0;0;0;219;214;147;147;7;25776;308;0;2;0;0;0;0;0;0;0;0;0;23481;31308;1;1;177;193;3;1;0;0;0;220;1;0;61;0;1;0;1;4;1;0;1;0;0;0;0;0,05000000074505806;1;171;4;427,04998779296875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
