Time [s],Channel 0,Channel 1,Channel 2,Channel 3
11.644431625,1,1,0,0
11.644457000,1,1,0,1
11.664971542,0,1,0,1
11.665614000,0,1,1,1
11.665632375,0,0,1,1
11.665662083,0,0,1,0
11.693772125,1,0,1,0
11.694370500,1,0,1,1
11.694421333,1,0,0,1
11.694442292,1,1,0,1
11.714971708,0,1,0,1
11.715627417,0,1,1,1
11.715638583,0,0,1,1
11.715675542,0,0,1,0
11.743772250,1,0,1,0
11.744425792,1,0,0,0
11.744444000,1,1,0,0
11.744483875,1,1,0,1
11.764971875,0,1,0,1
11.765549500,0,0,0,1
11.765589083,0,0,0,0
11.765636292,0,0,1,0
11.793772417,1,0,1,0
11.794438958,1,0,0,0
11.794450208,1,1,0,0
11.794497375,1,1,0,1
11.814972042,0,1,0,1
11.815540292,0,1,1,1
11.815551208,0,0,1,1
11.815602542,0,0,1,0
11.843772583,1,0,1,0
11.844410833,1,0,1,1
11.844447792,1,0,0,1
11.844460917,1,1,0,1
11.864972208,0,1,0,1
11.865616000,0,1,0,0
11.865654000,0,1,1,0
11.865657250,0,0,1,0
11.893774792,1,0,1,0
11.894356500,1,0,0,0
11.894367292,1,1,0,0
11.894424250,1,1,0,1
11.914972375,0,1,0,1
11.915629417,0,1,0,0
11.915662750,0,1,1,0
11.915663458,0,0,1,0
11.943772917,1,0,1,0
11.944339458,1,0,1,1
11.944365333,1,0,0,1
11.944369042,1,1,0,1
11.964972542,0,1,0,1
11.965642875,0,1,0,0
11.965669667,0,0,0,0
11.965671625,0,0,1,0
11.993773083,1,0,1,0
11.994351250,1,0,1,1
11.994374125,1,0,0,1
11.994379708,1,1,0,1
12.014972667,0,1,0,1
12.015656333,0,1,0,0
12.015675875,0,0,0,0
12.015680458,0,0,1,0
12.043773208,1,0,1,0
12.044364458,1,0,1,1
12.044383000,1,0,0,1
12.044385958,1,1,0,1
12.064972833,0,1,0,1
12.065669750,0,1,0,0
12.065682083,0,0,0,0
12.065689292,0,0,1,0
12.093773375,1,0,1,0
12.094377833,1,0,1,1
12.094391792,1,0,0,1
12.094392500,1,1,0,1
12.114973000,0,1,0,1
12.115583000,0,1,0,0
12.115588458,0,0,0,0
12.115598000,0,0,1,0
12.143773542,1,0,1,0
12.144491500,1,0,1,1
12.144498208,1,1,1,1
12.144500833,1,1,0,1
12.164973167,0,1,0,1
12.165694542,0,0,0,1
12.165696625,0,0,0,0
12.165706958,0,0,1,0
12.193773708,1,0,1,0
12.194404750,1,0,1,1
12.194411875,1,0,0,1
12.194504417,1,1,0,1
12.214973333,0,1,0,1
12.215600875,0,0,0,1
12.215609917,0,0,0,0
12.215615625,0,0,1,0
12.243773875,1,0,1,0
12.244410750,1,1,1,0
12.244418208,1,1,1,1
12.244418333,1,1,0,0
12.244418792,1,1,0,1
12.264973500,0,1,0,1
12.265523458,0,1,0,0
12.265525208,0,1,1,0
12.265607083,0,0,1,0
12.293774000,1,0,1,0
12.294427167,1,0,0,0
12.294431625,1,0,0,1
12.294512417,1,1,0,1
12.314973625,0,1,0,1
12.315541500,0,1,0,0
12.315617875,0,0,0,0
12.315633292,0,0,1,0
12.343774167,1,0,1,0
12.344436000,1,0,0,0
12.344445125,1,0,0,1
12.344518625,1,1,0,1
12.364973792,0,1,0,1
12.365624083,0,0,0,1
12.365642167,0,0,1,1
12.365654792,0,0,1,0
12.393774375,1,0,1,0
12.394345750,1,0,0,0
12.394358708,1,0,0,1
12.394424958,1,1,0,1
12.414973958,0,1,0,1
12.415630292,0,0,0,1
12.415651000,0,0,1,1
12.415663667,0,0,1,0
12.443774500,1,0,1,0
12.444376708,1,0,1,1
12.444435625,1,1,1,1
12.444453667,1,1,0,1
12.464974125,0,1,0,1
12.465532625,0,0,0,1
12.465559875,0,0,1,1
12.465577208,0,0,1,0
12.493774667,1,0,1,0
12.494441833,1,1,1,0
12.494462500,1,1,0,0
12.494485417,1,1,0,1
12.514974292,0,1,0,1
12.515642708,0,0,0,1
12.515668625,0,0,1,1
12.515690958,0,0,1,0
12.543774833,1,0,1,0
12.544343542,1,1,1,0
12.544371458,1,1,0,0
12.544399000,1,1,0,1
12.564974417,0,1,0,1
12.565648917,0,0,0,1
12.565677458,0,0,1,1
12.565704000,0,0,1,0
12.593774958,1,0,1,0
12.594418458,1,0,1,1
12.594454292,1,1,1,1
12.594480167,1,1,0,1
12.614974583,0,1,0,1
12.615555000,0,0,0,1
12.615586417,0,0,1,1
12.615622125,0,0,1,0
12.643775125,1,0,1,0
12.644361125,1,1,1,0
12.644389125,1,1,0,0
12.644430542,1,1,0,1
12.664974750,0,1,0,1
12.665530833,0,1,0,0
12.665561208,0,0,0,0
12.665595250,0,0,1,0
12.693775292,1,0,1,0
12.694443917,1,0,1,1
12.694466708,1,1,1,1
12.694498125,1,1,0,1
12.714974917,0,1,0,1
12.715569625,0,0,0,1
12.715604083,0,0,1,1
12.715649000,0,0,1,0
12.743775458,1,0,1,0
12.744360125,1,0,1,1
12.744372750,1,1,1,1
12.744406792,1,1,0,1
12.764975083,0,1,0,1
12.765662458,0,1,0,0
12.765673792,0,0,0,0
12.765712792,0,0,1,0
12.793775625,1,0,1,0
12.794470833,1,0,1,1
12.794479167,1,1,1,1
12.794515500,1,1,0,1
12.814975250,0,1,0,1
12.815575708,0,1,0,0
12.815579833,0,0,0,0
12.815621750,0,0,1,0
12.843775792,1,0,1,0
12.844384042,1,0,1,1
12.844385125,1,1,1,1
12.844424458,1,1,0,1
12.864975375,0,1,0,1
12.865630542,0,1,1,1
12.865686208,0,0,1,1
12.865689333,0,0,1,0
12.893775958,1,0,1,0
12.894435833,1,0,0,0
12.894491583,1,1,0,0
12.894497750,1,1,0,1
12.914975542,0,1,0,1
12.915605750,0,1,0,0
12.915639417,0,1,1,0
12.915692417,0,0,1,0
12.943776083,1,0,1,0
12.944397542,1,1,1,0
12.944411000,1,1,1,1
12.944442125,1,1,0,1
12.964975750,0,1,0,1
12.965598458,0,0,0,1
12.965616042,0,0,0,0
12.993776250,1,0,0,0
12.994403833,1,1,0,0
12.994424417,1,1,0,1
13.014975875,0,1,0,1
13.015631250,0,1,0,0
13.015652458,0,1,1,0
13.015704875,0,0,1,0
13.043776417,1,0,1,0
13.044355000,1,0,0,0
13.044410042,1,1,0,0
13.044437875,1,1,0,1
13.064976042,0,1,0,1
13.065543167,0,1,0,0
13.065561125,0,1,1,0
13.065610917,0,0,1,0
13.093776583,1,0,1,0
13.094418958,1,1,1,0
13.094451292,1,1,1,1
13.094464000,1,1,0,1
13.114976208,0,1,0,1
13.115556958,0,1,0,0
13.115569958,0,1,1,0
13.115617125,0,0,1,0
13.143776708,1,0,1,0
13.144364833,1,0,1,1
13.144372667,1,0,0,1
13.144422500,1,1,0,1
13.164976333,0,1,0,1
13.165523625,0,0,0,1
13.165569917,0,0,0,0
13.165578792,0,0,1,0
13.193776875,1,0,1,0
13.194428667,1,1,1,0
13.194478167,1,1,1,1
13.194481667,1,1,0,1
13.214976500,0,1,0,1
13.215583375,0,1,0,0
13.215587625,0,1,1,0
13.215629542,0,0,1,0
13.243777042,1,0,1,0
13.244434875,1,1,1,0
13.244490500,1,1,0,0
13.244492000,1,1,0,1
13.264976667,0,1,0,1
13.265635792,0,0,0,1
13.265696583,0,0,1,1
13.265696667,0,0,0,0
13.265697125,0,0,1,0
13.293777208,1,0,1,0
13.294399167,1,0,0,0
13.294405208,1,0,0,1
13.294441125,1,1,0,1
13.314976833,0,1,0,1
13.315542250,0,0,0,1
13.315605250,0,0,1,1
13.315610250,0,0,1,0
13.343777375,1,0,1,0
13.344447333,1,1,1,0
13.344508167,1,1,0,0
13.344518500,1,1,0,1
13.364977000,0,1,0,1
13.365614125,0,1,1,1
13.365623708,0,1,1,0
13.365648208,0,0,1,0
13.393777500,1,0,1,0
13.394353667,1,1,1,0
13.394416833,1,1,0,0
13.414977167,0,1,0,0
13.415622958,0,1,1,0
13.415638625,0,1,1,1
13.415654417,0,0,1,1
13.443777625,1,0,1,1
13.444425667,1,0,0,1
13.444459750,1,1,0,1
13.464977292,0,1,0,1
13.465631792,0,1,1,1
13.465646000,0,1,1,0
13.465660625,0,0,1,0
13.493777833,1,0,1,0
13.494434500,1,0,0,0
13.494454333,1,0,0,1
13.494465958,1,1,0,1
13.514977458,0,1,0,1
13.515540708,0,1,1,1
13.515559292,0,1,1,0
13.515567000,0,0,1,0
13.543778000,1,0,1,0
13.544343500,1,0,0,0
13.544367583,1,0,0,1
13.544372333,1,1,0,1
13.564977667,0,1,0,1
13.565649458,0,1,1,1
13.565672875,0,1,1,0
13.565673042,0,0,1,0
13.593778167,1,0,1,0
13.594452167,1,0,0,0
13.594478417,1,1,0,0
13.594481208,1,1,0,1
13.614977792,0,1,0,1
13.615579417,0,0,0,1
13.615586167,0,0,0,0
13.615658292,0,0,1,0
13.643778333,1,0,1,0
13.644461000,1,0,0,0
13.644484625,1,1,0,0
13.644494667,1,1,0,1
13.664977958,0,1,0,1
13.665567250,0,1,1,1
13.665585625,0,0,1,1
13.665599583,0,0,1,0
13.693778500,1,0,1,0
13.694370125,1,0,0,0
13.694391000,1,1,0,0
13.694407917,1,1,0,1
13.714978125,0,1,0,1
13.715675958,0,1,1,1
13.715691708,0,0,1,1
13.715713250,0,0,1,0
13.743778625,1,0,1,0
13.744378792,1,0,0,0
13.744397208,1,1,0,0
13.744421333,1,1,0,1
13.764978292,0,1,0,1
13.765584958,0,1,1,1
13.765598042,0,0,1,1
13.765626500,0,0,1,0
13.793778792,1,0,1,0
13.794334917,1,0,1,1
13.794387625,1,0,0,1
13.794403458,1,1,0,1
13.814978417,0,1,0,1
13.815639917,0,1,0,0
13.815693625,0,1,1,0
13.815704125,0,0,1,0
13.843778958,1,0,1,0
13.844348375,1,0,1,1
13.844396458,1,0,0,1
13.844409625,1,1,0,1
13.864978625,0,1,0,1
13.865602583,0,1,1,1
13.865610500,0,0,1,1
13.865653375,0,0,1,0
13.893779167,1,0,1,0
13.894461667,1,0,1,1
13.894505167,1,0,0,1
13.894515708,1,1,0,1
13.914978750,0,1,0,1
13.915611417,0,1,1,1
13.915616708,0,0,1,1
13.915666833,0,0,1,0
13.943779292,1,0,1,0
13.944375250,1,0,1,1
13.944414125,1,0,0,1
13.944422042,1,1,0,1
13.964978917,0,1,0,1
13.965620333,0,1,1,1
13.965680250,0,1,1,0
13.965722792,0,0,1,0
13.993779417,1,0,1,0
13.994388667,1,0,1,1
13.994422958,1,0,0,1
13.994428292,1,1,0,1
14.014979083,0,1,0,1
14.015528875,0,1,1,1
14.015593833,0,1,1,0
14.015629292,0,0,1,0
14.043779625,1,0,1,0
14.044402125,1,0,1,1
14.044431792,1,0,0,1
14.044439833,1,1,0,1
14.064979208,0,1,0,1
14.065537667,0,1,1,1
14.065607250,0,1,1,0
14.093779750,1,1,1,0
14.094415583,1,1,1,1
14.094439125,1,0,1,1
14.094440625,1,0,0,1
14.114979375,0,0,0,1
14.115546583,0,0,1,1
14.115620708,0,0,1,0
14.115643125,0,1,1,0
14.143779917,1,1,1,0
14.144349292,1,1,0,0
14.144429000,1,1,0,1
14.164979542,0,1,0,1
14.165543333,0,0,0,1
14.165555417,0,0,1,1
14.165634125,0,0,1,0
14.193780083,1,0,1,0
14.194342292,1,0,1,1
14.194348458,1,1,1,1
14.194358167,1,1,0,1
14.214979750,0,1,0,1
14.215547417,0,1,0,0
14.215549417,0,0,0,0
14.215564292,0,0,1,0
14.243780250,1,0,1,0
14.244354667,1,1,1,0
14.244355625,1,1,1,1
14.244366958,1,1,0,1
14.264979875,0,1,0,1
14.265555500,0,0,0,1
14.265560833,0,0,0,0
14.265573042,0,0,1,0
14.293780375,1,0,1,0
14.294363375,1,1,1,0
14.294369083,1,1,1,1
14.294375792,1,1,0,1
14.314980042,0,1,0,1
14.315561875,0,0,0,1
14.315574292,0,0,0,0
14.315581958,0,0,1,0
14.343780583,1,0,1,0
14.344367125,1,1,1,0
14.344382583,1,1,1,1
14.344384625,1,1,0,1
14.364980208,0,1,0,1
14.365567917,0,0,0,1
14.365587708,0,0,0,0
14.365590750,0,0,1,0
14.393780708,1,0,1,0
14.394373333,1,1,1,0
14.394393458,1,1,0,0
14.394396042,1,1,0,1
14.414980375,0,1,0,1
14.415574125,0,0,0,1
14.415599583,0,0,1,1
14.415601167,0,0,1,0
14.443780875,1,0,1,0
14.444379542,1,1,1,0
14.444402292,1,1,0,0
14.444409458,1,1,0,1
14.464980500,0,1,0,1
14.465580333,0,0,0,1
14.465608417,0,0,1,1
14.465614625,0,0,1,0
14.493781042,1,0,1,0
14.494385750,1,1,1,0
14.494411125,1,1,0,0
14.494422833,1,1,0,1
14.514980667,0,1,0,1
14.515617292,0,1,1,1
14.515628042,0,1,1,0
14.515686750,0,0,1,0
14.543781208,1,0,1,0
14.544419958,1,0,0,0
14.544436417,1,0,0,1
14.544492167,1,1,0,1
14.564980875,0,1,0,1
14.565626083,0,1,1,1
14.565641500,0,1,1,0
14.565692958,0,0,1,0
14.593781417,1,0,1,0
14.594329083,1,0,0,0
14.594349958,1,0,0,1
14.594398250,1,1,0,1
14.614981000,0,1,0,1
14.615557167,0,1,0,0
14.615599000,0,0,0,0
14.615639583,0,0,1,0
14.643781583,1,0,1,0
14.644363417,1,0,1,1
14.644404458,1,1,1,1
14.644437625,1,1,0,1
14.664981167,0,1,0,1
14.665571667,0,1,0,0
14.665605208,0,0,0,0
14.665643750,0,0,1,0
14.693781708,1,0,1,0
14.694376958,1,0,1,1
14.694410667,1,1,1,1
14.694446458,1,1,0,1
14.714981333,0,1,0,1
14.715652583,0,1,1,1
14.715681833,0,1,1,0
14.715711583,0,0,1,0
14.743781875,1,0,1,0
14.744455292,1,0,0,0
14.744490167,1,0,0,1
14.744517042,1,1,0,1
14.764981500,0,1,0,1
14.765561542,0,1,1,1
14.765595375,0,1,1,0
14.765617625,0,0,1,0
14.793782042,1,0,1,0
14.794364292,1,0,0,0
14.794403708,1,0,0,1
14.794423042,1,1,0,1
14.814981625,0,1,0,1
14.815575000,0,1,1,1
14.815608833,0,1,1,0
14.815623875,0,0,1,0
14.843782167,1,0,1,0
14.844419125,1,0,1,1
14.844429333,1,1,1,1
14.844477625,1,1,0,1
14.864981792,0,1,0,1
14.865630083,0,0,0,1
14.865679042,0,0,1,1
14.865722125,0,0,1,0
14.893782375,1,0,1,0
14.894381958,1,0,0,0
14.894430583,1,0,0,1
14.894435500,1,1,0,1
14.914981958,0,1,0,1
14.915592667,0,1,1,1
14.915635708,0,1,1,0
14.915636292,0,0,1,0
14.943782500,1,0,1,0
14.944390792,1,0,0,0
14.944441667,1,1,0,0
14.944444000,1,1,0,1
14.964982167,0,1,0,1
14.965642500,0,0,0,1
14.965649167,0,0,0,0
14.965696750,0,0,1,0
14.993782667,1,0,1,0
14.994447917,1,1,1,0
14.994457458,1,1,1,1
14.994499458,1,1,0,1
15.014982292,0,1,0,1
15.015548875,0,0,0,1
15.015562458,0,0,0,0
15.015605708,0,0,1,0
15.043782833,1,0,1,0
15.044375542,1,0,1,1
15.044413083,1,0,0,1
15.044454125,1,1,0,1
15.064982458,0,1,0,1
15.065619083,0,1,1,1
15.065654917,0,0,1,1
15.065676042,0,0,1,0
15.093783000,1,0,1,0
15.094360500,1,1,1,0
15.094384167,1,1,1,1
15.094417292,1,1,0,1
15.114982625,0,1,0,1
15.115593875,0,1,0,0
15.115628042,0,1,1,0
15.115661167,0,0,1,0
15.143783125,1,0,1,0
15.144430750,1,0,0,0
15.144466583,1,1,0,0
15.144497792,1,1,0,1
15.164982792,0,1,0,1
15.165532125,0,1,1,1
15.165567500,0,0,1,1
15.165602750,0,0,1,0
15.193783292,1,0,1,0
15.194415667,1,0,1,1
15.194439583,1,0,0,1
15.194472750,1,1,0,1
15.214982917,0,1,0,1
15.215616208,0,1,0,0
15.215645667,0,1,1,0
15.215673583,0,0,1,0
15.243783500,1,0,1,0
15.244343667,1,0,0,0
15.244379167,1,1,0,0
15.244424542,1,1,0,1
15.264983083,0,1,0,1
15.265579917,0,0,0,1
15.265634167,0,0,0,0
15.265654542,0,0,1,0
15.293783625,1,0,1,0
15.294437917,1,0,1,1
15.294457250,1,0,0,1
15.294485208,1,1,0,1
15.314983250,0,1,0,1
15.315543208,0,1,0,0
15.315563208,0,1,1,0
15.315586167,0,0,1,0
15.343783792,1,0,1,0
15.344456000,1,0,1,1
15.344466083,1,0,0,1
15.344491417,1,1,0,1
15.364983417,0,1,0,1
15.365561208,0,1,0,0
15.365572042,0,1,1,0
15.365592375,0,0,1,0
15.393783958,1,0,1,0
15.394369542,1,0,1,1
15.394375667,1,0,0,1
15.394397792,1,1,0,1
15.414983583,0,1,0,1
15.415674500,0,1,0,0
15.415681042,0,1,1,0
15.415698458,0,0,1,0
15.443784125,1,0,1,0
15.444383042,1,0,1,1
15.444383583,1,0,0,1
15.444404000,1,1,0,1
